file,labels
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(889)(0)F-42.png,polar_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2136)(0)B-7.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2153)(0)D-9.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2190)(0)C-22.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-50.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Oxa.O.pes.cX400wF(1733)(0)A-18.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1031)(0)C-3.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-86.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-9.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(947)(0)H-1.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1031)(0)C-13.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(786)(0)F-8.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(889)(0)F-2.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-22.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(941)(937)A-1.png,polar_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5355)(0)A-19.png,polar_tricircular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2188)(0)A-7.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2016)(0)A-2.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(943)(990)C-3.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-2.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2018)(0)C-5.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/x40 f (3)-1.png,equatorial_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5360)(0)F-2.png,polar_tricircular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-8.png,polar_circular
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(782)(0)B-5.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(792)(781)G-44.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-119.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2137)(0)C-7.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2136)(0)B-14.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1031)(0)C-2.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-30.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(941)(937)A-12.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-4.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(1871)(0)F-3.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-4.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2191)(0)D-19.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(943)(990)C-1.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(941)(937)A-9.png,polar_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2138)(0)D-6.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(480)(0)F-3.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-59.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(2964)(0)J-17.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2152)(0)C-14.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2018)(0)C-11.png,polar_triangular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5358)(0)D-5.png,polar_tricircular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2016)(0)A-12.png,polar_triangular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5358)(0)D-8.png,polar_tricircular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4978)(0)A-9.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1032)(0)D-9.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Fag.C.satX400wF(786)(0)F-1.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2139)(0)E-2.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5357)(0)C-25.png,polar_tricircular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2189)(0)B-1.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2138)(0)D-11.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2150)(0)A-15.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Asp.U.marX400wF(5321)(0)E-8.png,equatorial_eliptica
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2193)(0)F-10.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-8.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(480)(0)F-2.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(889)(0)F-39.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(942)(935)B-6.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(947)(0)H-2.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2190)(0)C-7.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-24.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(2965)(0)K-7.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4978)(0)A-13.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Bra.S.albX400wF(2152)(0)C-3.png,equatorial_eliptica
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-66.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4262)(0)B-29.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-52.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(944)(940)E-20.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4262)(0)B-4.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(944)(940)E-11.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1031)(0)C-14.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(2964)(0)J-13.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-10.png,polar_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Asp.U.marX400wF(5319)(0)C-6.png,equatorial_eliptica
